OfficeName ( BO/SO/HO),Pincode,Sub-distname,DistrictName,StateName
M H Chack B.O,805128,Meskaur,NAWADA,BIHAR
B Makdumpur B.O,805128,Meskaur,NAWADA,BIHAR
Mahugain B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Dumri B.O,805128,Akbarpur,NAWADA,BIHAR
Mahugain B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Dumri B.O,805128,Akbarpur,NAWADA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Dharampur B.O,805128,Wazirganj,GAYA,BIHAR
Kother B.O,805128,Akbarpur,NAWADA,BIHAR
Pasarhi B.O,805128,Akbarpur,NAWADA,BIHAR
Kenar B.O,805128,Wazirganj,GAYA,BIHAR
Mahugain B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Kenar B.O,805128,Wazirganj,GAYA,BIHAR
Dharampur B.O,805128,Wazirganj,GAYA,BIHAR
Kenar B.O,805128,Wazirganj,GAYA,BIHAR
Mahugain B.O,805128,Meskaur,NAWADA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Meskaur,NAWADA,BIHAR
Arnadi B.O,805129,Meskaur,NAWADA,BIHAR
Arnadi B.O,805129,Meskaur,NAWADA,BIHAR
Dariyapur B.O,805129,Muhra,GAYA,BIHAR
Arnadi B.O,805129,Meskaur,NAWADA,BIHAR
Arnadi B.O,805129,Meskaur,NAWADA,BIHAR
Bhadseni B.O,805129,Hisua,NAWADA,BIHAR
Khanpur B.O,805129,Nawada,NAWADA,BIHAR
Manjhaway B.O,805129,Rajauli,NAWADA,BIHAR
Dariyapur B.O,805129,Narhat,NAWADA,BIHAR
Manjhaway B.O,805129,Hisua,NAWADA,BIHAR
Tungi S.O,805129,Hisua,NAWADA,BIHAR
Arnadi B.O,805129,Meskaur,NAWADA,BIHAR
Tungi S.O,805129,Pakribarawan,NAWADA,BIHAR
Dhandhar B.O,805129,Hisua,NAWADA,BIHAR
Bhadseni B.O,805129,Hisua,NAWADA,BIHAR
Dariyapur B.O,805129,Warisaliganj,NAWADA,BIHAR
Dhandhar B.O,805129,Wazirganj,GAYA,BIHAR
Dhandhar B.O,805129,Muhra,GAYA,BIHAR
Manjhaway B.O,805129,Hisua,NAWADA,BIHAR
Dhandhar B.O,805129,Muhra,GAYA,BIHAR
Dariyapur B.O,805129,Warisaliganj,NAWADA,BIHAR
Khanpur B.O,805129,Wazirganj,GAYA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Muhra,GAYA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Makanpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Sambey B.O,805130,Warisaliganj,NAWADA,BIHAR
Millky B.O,805130,Nawada,NAWADA,BIHAR
Dariyapur B.O,805130,Muhra,GAYA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Katauna B.O,805130,Katrisarai,NALANDA,BIHAR
Jalalpur B.O,805130,Kashi Chak,NAWADA,BIHAR
Dariyapur B.O,805130,Muhra,GAYA,BIHAR
Bilari B.O,805130,Warisaliganj,NAWADA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Jalalpur B.O,805130,Kashi Chak,NAWADA,BIHAR
Sambey B.O,805130,Warisaliganj,NAWADA,BIHAR
Katauna B.O,805130,Katrisarai,NALANDA,BIHAR
Millky B.O,805130,Kashi Chak,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Dariyapur B.O,805130,Warisaliganj,NAWADA,BIHAR
Makanpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Jalalpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Kochagoan B.O,805130,Warisaliganj,NAWADA,BIHAR
Jalalpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Bilari B.O,805130,Katrisarai,NALANDA,BIHAR
Bilari B.O,805130,Katrisarai,NALANDA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Warisaliganj S.O,805130,Kashi Chak,NAWADA,BIHAR
Bilari B.O,805130,Katrisarai,NALANDA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Jalalpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Bilari B.O,805130,Katrisarai,NALANDA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Mosama B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Warisaliganj,NAWADA,BIHAR
Manjaur B.O,805130,Warisaliganj,NAWADA,BIHAR
Millky B.O,805130,Kashi Chak,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Dariyapur B.O,805130,Warisaliganj,NAWADA,BIHAR
Makanpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Hisua,NAWADA,BIHAR
Kochagoan B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Warisaliganj,NAWADA,BIHAR
Manjaur B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Nromurar B.O,805130,Warisaliganj,NAWADA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Kochagoan B.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Muhra,GAYA,BIHAR
Warisaliganj S.O,805130,Warisaliganj,NAWADA,BIHAR
Kochagoan B.O,805130,Warisaliganj,NAWADA,BIHAR
Makanpur B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Millky B.O,805130,Pakribarawan,NAWADA,BIHAR
Millky B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Warisaliganj,NAWADA,BIHAR
Nromurar B.O,805130,Akbarpur,NAWADA,BIHAR
Katauna B.O,805130,Katrisarai,NALANDA,BIHAR
Nromurar B.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Warisaliganj,NAWADA,BIHAR
Bilari B.O,805130,Warisaliganj,NAWADA,BIHAR
Chackwai B.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Warisaliganj,NAWADA,BIHAR
Dariyapur B.O,805130,Muhra,GAYA,BIHAR
Sambey B.O,805130,Kashi Chak,NAWADA,BIHAR
Millky B.O,805130,Warisaliganj,NAWADA,BIHAR
Manjaur B.O,805130,Warisaliganj,NAWADA,BIHAR
Millky B.O,805130,Akbarpur,NAWADA,BIHAR
Jalalpur B.O,805130,Kashi Chak,NAWADA,BIHAR
Mosama B.O,805130,Warisaliganj,NAWADA,BIHAR
Paingari B.O,805130,Warisaliganj,NAWADA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Manjhauli B.O,805131,Rajauli,NAWADA,BIHAR
Ghariya B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Singhwara B.O,805131,Wazirganj,GAYA,BIHAR
Kharaua B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Singhwara B.O,805131,Wazirganj,GAYA,BIHAR
Khirwan B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Manjhauli B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Kajoor B.O,805131,Nawada,NAWADA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Khirwan B.O,805131,Wazirganj,GAYA,BIHAR
Khirwan B.O,805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Ghogha B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Kharghara B.O,805131,Wazirganj,GAYA,BIHAR
Ghariya B.O,805131,Wazirganj,GAYA,BIHAR
Karisowa B.O,805131,Wazirganj,GAYA,BIHAR
Kharaua B.O,805131,Muhra,GAYA,BIHAR
Manjhauli B.O,805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Manjhauli B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Kharghara B.O,805131,Wazirganj,GAYA,BIHAR
Ghariya B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Akbarpur,NAWADA,BIHAR
Singhwara B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Manjhauli B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Karisowa B.O,805131,Wazirganj,GAYA,BIHAR
Karisowa B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Arawan B.O,805131,Wazirganj,GAYA,BIHAR
Singhwara B.O,805131,Wazirganj,GAYA,BIHAR
Khirwan B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Manjhauli B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Kurkihar B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Gobindpur,NAWADA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Khirwan B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Arawan B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Wazirganj S.O (Gaya),805131,Wazirganj,GAYA,BIHAR
Ghariya B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Kajoor B.O,805131,Muhra,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Kajoor B.O,805131,Muhra,GAYA,BIHAR
Kajoor B.O,805131,Muhra,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Amethi B.O,805131,Wazirganj,GAYA,BIHAR
S Nawada B.O,805131,Wazirganj,GAYA,BIHAR
Rajwara B.O,805131,Wazirganj,GAYA,BIHAR
Sahiya B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Panley B.O,805131,Wazirganj,GAYA,BIHAR
Bisunpur B.O,805131,Wazirganj,GAYA,BIHAR
Keshauri B.O,805132,Pakribarawan,NAWADA,BIHAR
Aruri B.O,805132,Pakribarawan,NAWADA,BIHAR
Dhewdha B.O,805132,Pakribarawan,NAWADA,BIHAR
Baghibardiha B.O,805132,Nawada,NAWADA,BIHAR
Keshauri B.O,805132,Pakribarawan,NAWADA,BIHAR
Baghibardiha B.O,805132,Warisaliganj,NAWADA,BIHAR
Baghibardiha B.O,805132,Warisaliganj,NAWADA,BIHAR
Dhewdha B.O,805132,Pakribarawan,NAWADA,BIHAR
Aruri B.O,805132,Pakribarawan,NAWADA,BIHAR
Aruri B.O,805132,Pakribarawan,NAWADA,BIHAR
Baghibardiha B.O,805132,Gobindpur,NAWADA,BIHAR
Samharigarh B.O,805132,Roh,NAWADA,BIHAR
Baghibardiha B.O,805132,Warisaliganj,NAWADA,BIHAR
Aruri B.O,805132,Warisaliganj,NAWADA,BIHAR
Dumrawan SO,805132,Pakribarawan,NAWADA,BIHAR
Baghibardiha B.O,805132,Nawada,NAWADA,BIHAR
Keshauri B.O,805132,Pakribarawan,NAWADA,BIHAR
Dhewdha B.O,805132,Pakribarawan,NAWADA,BIHAR
Baghibardiha B.O,805132,Gobindpur,NAWADA,BIHAR
Samharigarh B.O,805132,Warisaliganj,NAWADA,BIHAR
Dosut B.O,805132,Warisaliganj,NAWADA,BIHAR
Dosut B.O,805132,Warisaliganj,NAWADA,BIHAR
Dhewdha B.O,805132,Pakribarawan,NAWADA,BIHAR
Dosut B.O,805132,Nawada,NAWADA,BIHAR
Keshauri B.O,805132,Pakribarawan,NAWADA,BIHAR
Samharigarh B.O,805132,Nawada,NAWADA,BIHAR
Baghibardiha B.O,805132,Nawada,NAWADA,BIHAR
Aruri B.O,805132,Pakribarawan,NAWADA,BIHAR
Keshauri B.O,805132,Pakribarawan,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Orro S.O,805133,Hisua,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Orro S.O,805133,Nardiganj,NAWADA,BIHAR
Ayer S.O,805135,Atri,GAYA,BIHAR
Ayer S.O,805135,Atri,GAYA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Roh S.O,805141,Roh,NAWADA,BIHAR
Jethian S.O,805236,Atri,GAYA,BIHAR
Jethian S.O,805236,Atri,GAYA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Kishanpur B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Dhanuki B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kajifatuchak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Malwa B.O,811101,Sarmera,NALANDA,BIHAR
Sarba B.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Teus B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Belaw B.O,811101,Shekhopur Sarai,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Ramjan Pur B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kuthaut B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Mohani B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Sarba B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Kuthaut B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Amawan B.O,811101,Asthawan,NALANDA,BIHAR
K Milki Chak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Belaw B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Belaw B.O,811101,Shekhopur Sarai,SHEIKHPURA,BIHAR
Ibrahimpur B.O,811101,Bind,NALANDA,BIHAR
Kewti B.O,811101,Ariari,SHEIKHPURA,BIHAR
Babhanbigha B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Rampur Sinday B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Onama B.O,811101,Shekhopur Sarai,SHEIKHPURA,BIHAR
Kewti B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Malwa B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kewti B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Subhanpur B.O,811101,Sarmera,NALANDA,BIHAR
Mohani B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Kenar Kalan B.O,811101,Sarmera,NALANDA,BIHAR
Sadarpur B.O,811101,Bind,NALANDA,BIHAR
Kajifatuchak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Kewti B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Malwa B.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Toygarh B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Asthana B.O,811101,Shekhopur Sarai,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kewti B.O,811101,Ariari,SHEIKHPURA,BIHAR
Subhanpur B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Malwa B.O,811101,Lakhisarai,LAKHISARAI,BIHAR
Dhanuki B.O,811101,Sarmera,NALANDA,BIHAR
Toygarh B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Maur B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Sadarpur B.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Sarba B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Teus B.O,811101,Sarmera,NALANDA,BIHAR
Maur B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Belaw B.O,811101,Bind,NALANDA,BIHAR
Malwa B.O,811101,Sarmera,NALANDA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
Teus B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Dhanuki B.O,811101,Sarmera,NALANDA,BIHAR
Samas B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Kuthaut B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Maldah B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Babhanbigha B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Teus B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kajifatuchak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kewti B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kuthaut B.O,811101,Halsi,LAKHISARAI,BIHAR
K Milki Chak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Maldah B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Kajifatuchak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Babhanbigha B.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Gilani B.O,811101,Asthawan,NALANDA,BIHAR
Malwa B.O,811101,Bind,NALANDA,BIHAR
Barbigha S.O,811101,Barbigha,SHEIKHPURA,BIHAR
K Milki Chak B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Maldah B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Ariari,SHEIKHPURA,BIHAR
Barbigha S.O,811101,Bind,NALANDA,BIHAR
Teus B.O,811101,Barbigha,SHEIKHPURA,BIHAR
Mafo B.O,811102,Ghat Kusumbha,SHEIKHPURA,BIHAR
Mehus S.O,811102,Sheikhpura,SHEIKHPURA,BIHAR
Gagaur B.O,811102,Ghat Kusumbha,SHEIKHPURA,BIHAR
Katari B.O,811102,Sheikhpura,SHEIKHPURA,BIHAR
Singhaul B.O,811102,Sarmera,NALANDA,BIHAR
Singhaul B.O,811102,Sarmera,NALANDA,BIHAR
Mehus S.O,811102,Sheikhpura,SHEIKHPURA,BIHAR
Katari B.O,811102,Sheikhpura,SHEIKHPURA,BIHAR
Esuwa B.O,811102,Sarmera,NALANDA,BIHAR
Singhaul B.O,811102,Sarmera,NALANDA,BIHAR
Singhaul B.O,811102,Sarmera,NALANDA,BIHAR
Mehus S.O,811102,Bind,NALANDA,BIHAR
Sasaur B.O,811102,Sarmera,NALANDA,BIHAR
Ugaban B.O,811103,Asthawan,NALANDA,BIHAR
Jean Bigha B.O,811103,Sheikhpura,SHEIKHPURA,BIHAR
Panhesa B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Panhesa B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Jean Bigha B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Nimi S.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Paharia B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Ugaban B.O,811103,Asthawan,NALANDA,BIHAR
Jean Bigha B.O,811103,Sheikhpura,SHEIKHPURA,BIHAR
Chakdin B.O,811103,Asthawan,NALANDA,BIHAR
Ugaban B.O,811103,Asthawan,NALANDA,BIHAR
Nimi S.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Charuawan B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Jean Bigha B.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
Ugaban B.O,811103,Sarmera,NALANDA,BIHAR
Nimi S.O,811103,Shekhopur Sarai,SHEIKHPURA,BIHAR
